step,epoch,loss,lr,grad_norm,logit_scale
0,0,5.760463714599609,0.0,11.238214492797852,2.6592600345611572
50,0,,,,
50,1,4.567577362060547,7.5e-05,6.10771369934082,2.659417152404785
100,1,,,,
100,2,4.233832359313965,0.00015,9.552849769592285,2.659179449081421
150,2,,,,
150,3,3.9775428771972656,0.000225,5.294432640075684,2.656240940093994
200,3,,,,
200,4,3.9789037704467773,0.0003,5.433600902557373,2.6505231857299805
250,4,,,,
250,5,3.889744281768799,0.00029711779206048454,5.373232364654541,2.6439554691314697
300,5,,,,
300,6,3.6714539527893066,0.000288581929876693,2.900533676147461,2.638947010040283
350,6,,,,
350,7,3.685021162033081,0.0002747204418453818,4.041842937469482,2.632650375366211
400,7,,,,
400,8,3.7003865242004395,0.00025606601717798207,3.760082721710205,2.62787127494812
450,8,,,,
450,9,3.5703482627868652,0.0002333355349529403,5.063114643096924,2.6232993602752686
500,9,,,,
500,10,3.582597017288208,0.00020740251485476345,3.8740386962890625,2.619870901107788
550,10,,,,
550,11,3.494320869445801,0.00017926354830241924,2.5254745483398438,2.617201328277588
600,11,,,,
600,12,3.5437748432159424,0.00015,7.9606428146362305,2.6155972480773926
650,12,,,,
650,13,3.4623584747314453,0.00012073645169758076,2.3270702362060547,2.6148464679718018
700,13,,,,
700,14,3.40632963180542,9.259748514523653e-05,3.7101523876190186,2.614305019378662
750,14,,,,
750,15,3.3870203495025635,6.66644650470597e-05,3.249495029449463,2.614290952682495
800,15,,,,
800,16,3.3782968521118164,4.3933982822017876e-05,3.2091808319091797,2.6145050525665283
850,16,,,,
850,17,3.358701229095459,2.5279558154618197e-05,2.8452770709991455,2.6146626472473145
900,17,,,,
900,18,3.345508337020874,1.1418070123306989e-05,1.7814395427703857,2.6149063110351562
950,18,,,,
950,19,3.333414077758789,2.882207939515435e-06,1.6949207782745361,2.615023612976074
1000,19,,,,
