step,epoch,loss,lr,grad_norm
0,0,3.906881093978882,0.0,2.1900618076324463
25,0,3.725898027420044,0.00025,1.9246965646743774
50,0,3.321355104446411,0.0005,1.7629743814468384
75,0,3.0441417694091797,0.00075,1.6403427124023438
100,0,3.0066466331481934,0.001,1.6021159887313843
125,0,2.76798677444458,0.0009991785905592147,1.6714229583740234
147,0,,,
150,1,2.6264147758483887,0.000996717061090737,1.617392659187317
175,1,2.611981153488159,0.000992623499288743,1.6758044958114624
200,1,2.573882579803467,0.0009869113551144754,1.7041198015213013
225,1,2.62839937210083,0.0009795993966045416,1.5387860536575317
250,1,2.6289262771606445,0.0009707116482059446,1.762261152267456
275,1,2.466437816619873,0.0009602773118404517,1.548939824104309
294,1,,,
300,2,2.456197500228882,0.0009483306709576591,1.6742501258850098
325,2,2.4967103004455566,0.0009349109778919937,1.631417989730835
350,2,2.741682529449463,0.0009200623248937619,1.655043125152588
375,2,2.48594331741333,0.0009038334992579863,1.6291544437408447
400,2,2.449434757232666,0.0008862778230270275,1.6489492654800415
425,2,2.363492488861084,0.0008674529777936673,1.4285472631454468
441,2,,,
450,3,2.499249219894409,0.0008474208151802897,1.6867297887802124
475,3,2.534773111343384,0.0008262471536168547,1.690089225769043
500,3,2.3560290336608887,0.0008040015620853789,1.658406376838684
525,3,2.5061354637145996,0.0007807571315414614,1.5723909139633179
550,3,2.456658124923706,0.0007565902347638806,1.6616891622543335
575,3,2.521944999694824,0.0007315802754213061,1.6178491115570068
588,3,,,
600,4,2.3420212268829346,0.000705809427180609,1.7470173835754395
625,4,2.29801082611084,0.0006793623637139569,1.5333986282348633
650,4,2.5842771530151367,0.0006523259804918,1.4597052335739136
675,4,2.3657236099243164,0.0006247891092758319,1.4282861948013306
700,4,2.420936346054077,0.0005968422262499983,1.477812647819519
725,4,2.3153600692749023,0.0005685771547485311,1.3828277587890625
735,4,,,
750,5,2.3836140632629395,0.0005400867635577335,1.590256929397583
775,5,2.465190887451172,0.0005114646617827884,1.5771796703338623
800,5,2.4235711097717285,0.000482804891282148,1.4460142850875854
825,5,2.305943012237549,0.0004542016176800526,1.4605231285095215
850,5,2.1980667114257812,0.0004257488209723981,1.5008364915847778
875,5,2.309217929840088,0.00039753998674251455,1.543082356452942
882,5,,,
900,6,2.308854579925537,0.0003696677990014019,1.6254394054412842
925,6,2.1348843574523926,0.00034222383566164313,1.6628142595291138
950,6,2.439669132232666,0.0003152982676455581,1.6237878799438477
975,6,2.5107080936431885,0.0002889795626162143,1.4720444679260254
1000,6,2.1393957138061523,0.0002633541943047334,1.447637915611267
1025,6,2.437014102935791,0.00023850635838893348,1.454806923866272
1029,6,,,
1050,7,2.3448612689971924,0.00021451769585683196,1.4528204202651978
1075,7,2.4591610431671143,0.00019146702476393197,1.5432276725769043
1100,7,2.3597702980041504,0.00016943008126564163,1.5819730758666992
1125,7,2.2872979640960693,0.00014847927077570324,1.5956112146377563
1150,7,2.5834145545959473,0.00012868343006823112,1.4944063425064087
1175,7,2.1835103034973145,0.0001101076011050065,1.395633578300476
1176,7,,,
1200,8,2.283954620361328,9.281281733115288e-05,1.4943878650665283
1225,8,2.29604434967041,7.685590314134294e-05,1.4226046800613403
1250,8,2.320366144180298,6.228928717542203e-05,1.4425936937332153
1275,8,2.3379971981048584,4.916083005688865e-05,1.5843390226364136
1300,8,2.122904062271118,3.751366714022342e-05,1.3795363903045654
1323,8,,,
1325,9,2.4169907569885254,2.7386066783738728e-05,1.676651954650879
1350,9,2.2584927082061768,1.881130461361591e-05,1.4530020952224731
1375,9,2.2499661445617676,1.1817554192251001e-05,1.4370704889297485
1400,9,2.106621503829956,6.427794450134528e-06,1.7787922620773315
1425,9,2.1756913661956787,2.659734185409268e-06,1.4485749006271362
1450,9,2.392866611480713,5.257538791749173e-07,1.531583547592163
1470,9,,,
